Time,Length
200.79652,1466
200.79652,1466
200.796521,1466
200.796521,1466
200.796521,1466
200.796521,1466
200.796581,54
200.796684,1466
200.796684,1466
200.796685,1466
200.796685,1466
200.796686,1466
200.796686,1466
200.796686,1466
200.796687,1466
200.796687,1466
200.796688,1466
200.796688,1466
200.796688,1466
200.796689,1466
200.796689,1466
200.796689,1466
200.796717,54
200.798318,79
200.79885,87
200.799272,1466
200.799286,54
200.799772,58
200.800448,1466
200.800449,1466
200.800449,1466
200.80045,1466
200.80045,1466
200.80045,1466
200.800451,1466
200.800451,1466
200.800452,1466
200.800452,1466
200.800452,1466
200.800453,1466
200.800453,1466
200.800453,1466
200.800453,1466
200.800454,1466
200.800454,1466
200.800455,1466
200.800455,1466
200.800455,1466
200.800456,1466
200.800456,1466
200.800457,1466
200.800457,1466
200.800457,1466
200.800458,1466
200.800458,1466
200.800458,1466
200.800459,1466
200.800459,1466
200.80046,1466
200.80046,1466
200.800512,54
200.800604,1466
200.800604,1466
200.800605,1466
200.800605,1466
200.800605,1466
200.800606,1466
200.800606,1466
200.800606,1466
200.800607,1466
200.800607,1466
200.800608,1466
200.800608,1466
200.800608,1466
200.800609,1466
200.800609,1466
200.800656,54
200.802568,1466
200.802569,1466
200.80257,1466
200.80257,1466
200.802571,1466
200.802592,54
200.802767,1466
200.802768,1466
200.802768,1466
200.802769,1466
200.802769,1466
200.80277,1466
200.80277,1466
200.80277,1466
200.802771,1466
200.802771,1466
200.802771,1466
200.802772,1466
200.802772,1466
200.802773,1466
200.802773,1466
200.802773,1466
200.802774,1466
200.802774,1466
200.802774,1466
200.802774,1466
200.802775,1466
200.802775,1466
200.802776,1466
200.802776,1466
200.802776,1466
200.802776,1466
200.802777,1466
200.802777,1466
200.802778,1466
200.802778,1466
200.802779,1466
200.802779,1466
200.80287,54
200.802927,1466
200.802927,1466
200.802928,1466
200.802928,1466
200.802929,1466
200.802929,1466
200.802929,1466
200.80293,1466
200.80293,1466
200.80293,1466
200.802931,1466
200.802952,54
200.804767,1466
200.804767,1466
200.804768,1466
200.804769,1466
200.80477,1466
200.804802,54
200.805058,1466
200.805059,1466
200.80506,1466
200.80506,1466
200.805061,1466
200.805061,1466
200.805061,1466
200.805062,1466
200.805062,1466
200.805063,1466
200.805063,1466
200.805063,1466
200.805064,1466
200.805064,1466
200.805065,1466
200.805065,1466
200.805065,1466
200.805066,1466
200.805066,1466
200.805066,1466
200.805067,1466
200.805067,1466
200.805068,1466
200.805068,1466
200.805068,1466
200.805069,1466
200.805069,1466
200.805069,1466
200.80507,1466
200.80507,1466
200.805071,1466
200.805071,1466
200.805181,54
200.805351,1466
200.805352,1466
200.805353,1466
200.805353,1466
200.805354,1466
200.805354,1466
200.805355,1466
200.805355,1466
200.805356,1466
200.805356,1466
200.805357,1466
200.8054,54
200.805819,1466
200.805819,1466
200.80582,1466
200.805821,1466
200.805822,1466
200.805899,54
200.806895,1466
200.806895,1466
200.806897,1466
200.806897,1466
200.806897,1466
200.806898,1466
200.806898,1466
200.806898,1466
200.806899,1466
200.8069,1466
200.8069,1466
200.8069,1466
200.806901,1466
200.806915,1466
200.806915,1466
200.806915,1466
200.806916,1466
200.806916,1466
200.806917,1466
200.806917,1466
200.806917,1466
200.806918,1466
200.806918,1466
200.806918,1466
200.806919,1466
200.806919,1466
200.806919,1466
200.80692,1466
200.80692,1466
200.806921,1466
200.806921,1466
200.806921,1466
200.806991,54
200.807111,1466
200.807111,1466
200.807111,1466
200.807112,1466
200.807112,1466
200.807113,1466
200.807113,1466
200.807113,1466
200.807114,1466
200.807114,1466
200.807136,54
200.809024,1466
200.809025,1466
200.809026,1466
200.809026,1466
200.809026,1466
200.809043,54
200.809261,1466
200.809261,1466
200.809262,1466
200.809262,1466
200.809263,1466
200.809263,1466
200.809264,1466
200.809264,1466
200.809265,1466
200.809265,1466
200.809266,1466
200.809266,1466
200.809267,1466
200.809267,1466
200.809267,1466
200.809268,1466
200.809268,1466
200.809269,1466
200.809269,1466
200.809269,1466
200.80927,1466
200.80927,1466
200.80927,1466
200.809271,1466
200.809272,1466
200.809272,1466
200.809273,1466
200.809273,1466
200.809274,1466
200.809274,1466
200.809275,1466
200.809289,1466
200.809372,54
200.809461,1466
200.809461,1466
200.809462,1466
200.809463,1466
200.809463,1466
200.809463,1466
200.809463,1466
200.809464,1466
200.809464,1466
200.809464,1466
200.809465,1466
200.809497,54
200.811244,1466
200.811244,1466
200.811245,1466
200.811246,1466
200.811246,1466
200.811246,1466
200.811247,1466
200.811247,1466
200.811247,1466
200.811247,1466
200.811248,1466
200.811248,1466
200.811249,1466
200.811249,1466
200.81125,1466
200.811279,54
200.811669,1466
200.81167,1466
200.81167,1466
200.811671,1466
200.811671,1466
200.811671,1466
200.811672,1466
200.811672,1466
200.811673,1466
200.811673,1466
200.811673,1466
200.811674,1466
200.811674,1466
200.811674,1466
200.811674,1466
200.811675,1466
200.811675,1466
200.811676,1466
200.811676,1466
200.811676,1466
200.811677,1466
200.811677,1466
200.811677,1466
200.811677,1466
200.811678,1466
200.811678,1466
200.811679,1466
200.811679,1466
200.81168,1466
200.81168,1466
200.81168,1466
200.81168,1466
200.81173,54
200.811798,1466
200.811798,1466
200.811798,1466
200.811809,54
200.812435,1466
200.812436,1466
200.812436,1466
200.812437,1466
200.812437,1466
200.812438,1466
200.812438,1466
200.812438,1466
200.812439,1466
200.812439,1466
200.812439,1466
200.812439,1466
200.81244,1466
200.81244,1466
200.812441,1466
200.812441,1466
200.812441,1466
200.812442,1466
200.812442,1466
200.812442,1466
200.812443,1466
200.812477,54
200.813047,1466
200.813047,1466
200.813048,1466
200.813049,1466
200.813049,1466
200.81305,1466
200.81305,1466
200.81305,1466
200.813051,1466
200.813051,1466
200.813051,1466
200.813052,1466
200.813052,1466
200.813053,1466
200.813053,1466
200.813054,1466
200.813054,1466
200.813055,1466
200.813055,1466
200.813055,1466
200.813056,1466
200.813056,1466
200.813057,1466
200.813071,1466
200.813124,54
200.813211,1466
200.813212,1466
200.813212,1466
200.813227,54
200.814064,1466
200.814065,1466
200.814065,1466
200.814066,1466
200.814066,1466
200.814066,1466
200.814066,1466
200.814067,1466
200.814067,1466
200.814068,1466
200.814068,1466
200.814068,1466
200.814069,1466
200.814069,1466
200.814069,1466
200.814069,1466
200.81407,1466
200.81407,1466
200.814071,1466
200.814071,1466
200.814071,1466
200.814072,1466
200.814072,1466
200.814072,1466
200.814073,1466
200.814073,1466
200.814073,1466
200.814074,1466
200.814074,1466
200.814074,1466
200.814075,1466
200.814075,1466
200.814125,54
200.814212,1466
200.814213,1466
200.814213,1466
200.814227,54
200.814452,1466
200.814452,1466
200.814453,1466
200.814469,1466
200.81447,1466
200.81447,1466
200.81447,1466
200.814471,1466
200.814471,1466
200.814472,1466
200.814524,54
200.815569,1466
200.81557,1466
200.815571,1466
200.815571,1466
200.815585,54
200.815743,1466
200.815743,1466
200.815744,1466
200.815744,1466
200.815744,1466
200.815745,1466
200.815745,1466
200.815746,1466
200.815746,1466
200.815746,1466
200.815747,1466
200.815747,1466
200.815747,1466
200.815747,1466
200.815748,1466
200.815748,1466
200.815749,1466
200.815749,1466
200.815749,1466
200.815749,1466
200.81575,1466
200.815751,1466
200.815799,54
200.816719,1466
200.816719,1466
200.81672,1466
200.81672,1466
200.81672,1466
200.816721,1466
200.816721,1466
200.816722,1466
200.816722,1466
200.816722,1466
200.816723,1466
200.816723,1466
200.816723,1466
200.816724,1466
200.816724,1466
200.816725,1466
200.816725,1466
200.816725,1466
200.816725,1466
200.816726,1466
200.816726,1466
200.816761,54
200.817944,1466
200.817945,1466
200.817946,1466
200.817946,1466
200.817946,1466
200.817962,54
200.818198,1466
200.818198,1466
200.818199,1466
200.818199,1466
200.8182,1466
200.8182,1466
200.818201,1466
200.818223,54
200.818786,1466
200.818787,1466
200.818788,1466
200.818788,1466
200.818788,1466
200.818788,1466
200.818789,1466
200.818789,1466
200.81879,1466
200.81879,1466
200.81879,1466
200.818791,1466
200.818791,1466
200.818817,54
200.820167,1466
200.820168,1466
200.820169,1466
200.82017,1466
200.82017,1466
200.82017,1466
200.820171,1466
200.820172,1466
200.820172,1466
200.820173,1466
200.820173,1466
200.820174,1466
200.820175,1466
200.820175,1466
200.820176,1466
200.820176,1466
200.820177,1466
200.820177,1466
200.820178,1466
200.820178,1466
200.820179,1466
200.820179,1466
200.82018,1466
200.820181,1466
200.820181,1466
200.820268,54
200.822028,1466
200.822028,1466
200.822029,1466
200.822029,1466
200.82203,1466
200.82203,1466
200.82203,1466
200.82203,1466
200.822031,1466
200.822031,1466
200.822031,1466
200.822032,1466
200.822032,1466
200.822033,1466
200.822033,1466
200.822034,1466
200.822034,1466
200.822034,1466
200.822035,1466
200.822035,1466
200.822035,1466
200.822036,1466
200.822036,1466
200.822036,1466
200.822037,1466
200.822037,1466
200.822037,1466
200.822038,1466
200.822038,1466
200.822038,1466
200.822039,1466
200.822039,1466
200.822108,54
200.822218,1466
200.822218,1466
200.822219,1466
200.82222,1466
200.82222,1466
200.822221,1466
200.822221,1466
200.822222,1466
200.822224,1466
200.822224,1466
200.822225,1466
200.822225,1466
200.822226,1466
200.822226,1466
200.822274,54
200.82391,1466
200.82391,1466
200.823911,1466
200.823911,1466
200.823912,1466
200.823912,1466
200.823913,1466
200.823913,1466
200.823913,1466
200.823914,1466
200.823914,1466
200.823915,1466
200.823915,1466
200.823916,1466
200.823916,1466
200.823917,1466
200.823917,1466
200.823918,1466
200.823918,1466
200.823918,1466
200.823919,1466
200.823919,1466
200.823919,1466
200.82392,1466
200.823921,1466
200.823921,1466
200.823921,1466
200.823922,1466
200.823922,1466
200.823922,1466
200.823923,1466
200.823924,1466
200.823995,54
200.824061,1466
200.824061,1466
200.824061,1466
200.824062,1466
200.824062,1466
200.824063,1466
200.824063,1466
200.824063,1466
200.824064,1466
200.824064,1466
200.824087,54
200.825233,54
200.82581,1466
200.82581,1466
200.825811,1466
200.825811,1466
200.825812,1466
200.825813,1466
200.825813,1466
200.825813,1466
200.825814,1466
200.825814,1466
200.825814,1466
200.825815,1466
200.825816,1466
200.825816,1466
200.825816,1466
200.825817,1466
200.825817,1466
200.825818,1466
200.825818,1466
200.825819,1466
200.825819,1466
200.825819,1466
200.82582,1466
200.825821,1466
200.825821,1466
200.825821,1466
200.825822,1466
200.825822,1466
200.825823,1466
200.825823,1466
200.825824,1466
200.825824,1466
200.825902,54
200.825976,1466
200.825977,1466
200.825977,1466
200.825978,1466
200.825978,1466
200.825978,1466
200.825979,1466
200.82598,1466
200.82598,1466
200.825981,1466
200.825981,1466
200.825981,1466
200.825982,1466
200.825982,1466
200.825999,70
200.826012,54
200.826655,1466
200.826656,1466
200.826656,1466
200.826657,1466
200.826657,1466
200.826658,1466
200.826658,1466
200.826658,1466
200.826659,66
200.826762,54
200.82679,54
200.826962,571
200.827111,96
200.829118,1466
200.829119,1466
200.829121,1466
200.829121,1466
200.829121,1466
200.829122,1466
200.829122,1466
200.829122,1466
200.829123,1466
200.829123,1466
200.829124,1466
200.829124,1466
200.829124,1466
200.829125,1466
200.829125,1466
200.829125,1466
200.829126,1466
200.829126,1466
200.829127,1466
200.829127,1466
200.829127,1466
200.829127,1466
200.829128,1466
200.829129,1466
200.829129,1466
200.829129,1466
200.82913,1466
200.82913,1466
200.82913,1466
200.829131,1466
200.829131,1466
200.829132,1466
200.829267,54
200.829353,1466
200.829354,1466
200.829354,1466
200.829355,1466
200.829355,1466
200.829355,1466
200.829374,54
200.830417,1466
200.830418,1466
200.830419,1466
200.830419,1466
200.83042,1466
200.83042,1466
200.830439,1466
200.830439,1466
200.83044,1466
200.83044,1466
200.83044,1466
200.830441,1466
200.830441,1466
200.830441,1466
200.830442,1466
200.830442,1466
200.830443,1466
200.830443,1466
200.830444,1466
200.830444,1466
200.830444,1466
200.830444,1466
200.830445,1466
200.830445,1466
200.830446,1466
200.830446,1466
200.830446,1466
200.830447,1466
200.830447,1466
200.830447,1466
200.830447,1466
200.830469,1466
200.830583,54
200.830751,1466
200.830751,1466
200.830752,1466
200.830752,1466
200.830753,1466
200.830753,1466
200.830754,1466
200.830754,1466
200.830755,1466
200.830756,1466
200.830756,1466
200.830757,1466
200.830757,1466
200.830758,1466
200.83086,54
200.831162,1466
200.831163,1466
200.831163,1466
200.831164,1466
200.831164,1466
200.831165,1466
200.831165,1466
200.831166,1466
200.831166,1466
200.831167,1466
200.831167,1466
200.831167,1466
200.831209,54
200.831347,1466
200.831348,1466
200.831349,1466
200.831349,1466
200.83135,1466
200.831351,1466
200.831385,54
200.832167,1466
200.832167,1466
200.832168,1466
200.832168,1466
200.832168,1466
200.832169,1466
200.832169,1466
200.83217,1466
200.83217,1466
200.83217,1466
200.832171,1466
200.832171,1466
200.832171,1466
200.832171,1466
200.832172,1466
200.832172,1466
200.832173,1466
200.832173,1466
200.832173,1466
200.832174,1466
200.832174,1466
200.832174,1466
200.832175,1466
200.832175,1466
200.832175,1466
200.832239,54
200.832723,1466
200.832724,1466
200.832725,1466
200.832725,1466
200.832726,1466
200.832726,1466
200.832727,1466
200.832728,1466
200.832728,1466
200.832729,1466
200.832731,1466
200.832732,1466
200.832733,1466
200.832733,1466
200.832733,1466
200.832734,1466
200.832734,1466
200.832815,54
200.834188,1466
200.834189,1466
200.834208,1466
200.834208,1466
200.834208,1466
200.834209,1466
200.834209,1466
200.83421,1466
200.83421,1466
200.83421,1466
200.834211,1466
200.834211,1466
200.834211,1466
200.834211,1466
200.834212,1466
200.834212,1466
200.834213,1466
200.834213,1466
200.834213,1466
200.834214,1466
200.834214,1466
200.834215,1466
200.834215,1466
200.834216,1466
200.834216,1466
200.834216,1466
200.834216,1466
200.834217,1466
200.834219,1466
200.834219,1466
200.834219,1466
200.83422,1466
200.83434,54
200.834407,1466
200.834407,1466
200.834425,1466
200.834426,1466
200.834441,54
200.835496,1466
200.835496,1466
200.835498,1466
200.835498,1466
200.835498,1466
200.835499,1466
200.835499,1466
200.835499,1466
200.8355,1466
200.8355,1466
200.835501,1466
200.835501,1466
200.835502,1466
200.835502,1466
200.835502,1466
200.835503,1466
200.835503,1466
200.835504,1466
200.835504,1466
200.835505,1466
200.835505,1466
200.835506,1466
200.835506,1466
200.835507,1466
200.835507,1466
200.835507,1466
200.835556,54
200.836733,1466
200.836734,1466
200.836734,1466
200.836735,1466
200.836735,1466
200.836736,1466
200.836736,1466
200.836736,1466
200.836737,1466
200.836737,1466
200.836737,1466
200.836738,1466
200.836738,1466
200.836766,54
200.837598,1466
200.837598,1466
200.837599,1466
200.837599,1466
200.8376,1466
200.8376,1466
200.8376,1466
200.837601,1466
200.837601,1466
200.837601,1466
200.837601,1466
200.837602,1466
200.837602,1466
200.837603,1466
200.837603,1466
200.837603,1466
200.837604,1466
200.837604,1466
200.837604,1466
200.837604,1466
200.837605,1466
200.837605,1466
200.837606,1466
200.837606,1466
200.837606,1466
200.837607,1466
200.837607,1466
200.837608,1466
200.837608,1466
200.837609,1466
200.837609,1466
200.837609,1466
200.837689,54
200.837762,1466
200.837762,1466
200.837763,1466
200.837798,54
200.839888,1466
200.839888,1466
200.83989,1466
200.83989,1466
200.839891,1466
200.839892,1466
200.839892,1466
200.839893,1466
200.839893,1466
200.839894,1466
200.839894,1466
200.839895,1466
200.839895,1466
200.839896,1466
200.839896,1466
200.839898,1466
200.839899,1466
200.839899,1466
200.839899,1466
200.8399,1466
200.839901,1466
200.839901,1466
200.839901,1466
200.839903,1466
200.839903,1466
200.839904,1466
200.839905,1466
200.839905,1466
200.839905,1466
200.839906,1466
200.839906,1466
200.839908,1466
200.840091,54
200.840329,1466
200.84033,1466
200.840331,1466
200.840331,1466
200.840331,1466
200.840331,1466
200.840332,1466
200.840332,1466
200.840332,1466
200.840333,1466
200.840333,1466
200.840334,1466
200.840397,54
200.841355,1466
200.841356,1466
200.841356,1466
200.841357,1466
200.841358,1466
200.841358,1466
200.841359,1466
200.841359,1466
200.84136,1466
200.84136,1466
200.841361,1466
200.841361,1466
200.841361,1466
200.841362,1466
200.841362,1466
200.841363,1466
200.841363,1466
200.841364,1466
200.841364,1466
200.841364,1466
200.841365,1466
200.841365,1466
200.841366,1466
200.841366,1466
200.841367,1466
200.841367,1466
200.841368,1466
200.841368,1466
200.841369,1466
200.841369,1466
200.841369,1466
200.84137,1466
200.84148,54
200.841568,1466
200.841569,1466
200.841569,1466
200.84157,1466
200.841571,1466
200.841571,1466
200.841571,1466
200.841572,1466
200.841572,1466
200.841573,1466
200.841573,1466
200.841574,1466
200.841575,1466
200.841575,1466
200.841608,54
200.843435,1466
200.843436,1466
200.843437,1466
200.843437,1466
200.843438,1466
200.843438,1466
200.843438,1466
200.843439,1466
200.843439,1466
200.84344,1466
200.84344,1466
200.84344,1466
200.843441,1466
200.843441,1466
200.843441,1466
200.843442,1466
200.843442,1466
200.843443,1466
200.843443,1466
200.843443,1466
200.843444,1466
200.843444,1466
200.843444,1466
200.843444,1466
200.843445,1466
200.843445,1466
200.843446,1466
200.843446,1466
200.843446,1466
200.843447,1466
200.843447,1466
200.843448,1466
200.843539,54
200.843685,1466
200.843686,1466
200.843686,1466
200.843687,1466
200.843687,1466
200.843688,1466
200.843688,1466
200.843688,1466
200.843689,1466
200.84369,1466
200.84369,1466
200.84369,1466
200.843691,1466
200.843691,1466
200.843724,54
200.84576,1466
200.845761,1466
200.845762,1466
200.845762,1466
200.845763,1466
200.845764,1466
200.845764,1466
200.845765,1466
200.845766,1466
200.845767,1466
200.845767,1466
200.845767,1466
200.845768,1466
200.845768,1466
200.845768,1466
200.84577,1466
200.84577,1466
200.845771,1466
200.845771,1466
200.845772,1466
200.845772,1466
200.845773,1466
200.845773,1466
200.845774,1466
200.845774,1466
200.845775,1466
200.845775,1466
200.845775,1466
200.845777,1466
200.845778,1466
200.845778,1466
200.845778,1466
200.845864,54
200.845947,1466
200.845947,1466
200.845948,1466
200.845949,1466
200.845949,1466
200.845949,1466
200.84595,1466
200.84595,1466
200.84595,1466
200.845951,1466
200.845951,1466
200.845951,1466
200.845952,1466
200.845952,1466
200.845986,54
200.847645,1466
200.847646,1466
200.847648,1466
200.847649,1466
200.84765,1466
200.84765,1466
200.847651,1466
200.847652,1466
200.847653,1466
200.847655,1466
200.847655,1466
200.847656,1466
200.847657,1466
200.847674,1466
200.847675,1466
200.847675,1466
200.847676,1466
200.847676,1466
200.847677,1466
200.847678,1466
200.847679,1466
200.847679,1466
200.84768,1466
200.847681,1466
200.847681,1466
200.847683,1466
200.847684,1466
200.847685,1466
200.847685,1466
200.847686,1466
200.847686,1466
200.847687,1466
200.847795,54
200.847981,1466
200.847981,1466
200.847982,1466
200.847983,1466
200.847983,1466
200.847983,1466
200.847984,1466
200.847984,1466
200.847985,1466
200.847986,1466
200.847986,1466
200.847986,1466
200.847987,1466
200.847987,1466
200.847988,1466
200.847988,1466
200.848044,54
200.849539,1466
200.84954,1466
200.849541,1466
200.849541,1466
200.849542,1466
200.849542,1466
200.849542,1466
200.849543,1466
200.849543,1466
200.849544,1466
200.849544,1466
200.849544,1466
200.849545,1466
200.849545,1466
200.849545,1466
200.849546,1466
200.849546,1466
200.849547,1466
200.849547,1466
200.849547,1466
200.849548,1466
200.849548,1466
200.849549,1466
200.849549,1466
200.84955,1466
200.84955,1466
200.849551,1466
200.849551,1466
200.849551,1466
200.849552,1466
200.849553,1466
200.849553,1466
200.849687,54
200.849801,1466
200.849801,1466
200.849801,1466
200.849802,1466
200.849802,1466
200.849803,1466
200.849803,1466
200.849803,1466
200.849804,1466
200.849828,54
200.849872,1466
200.849873,1466
200.849873,1466
200.849874,1466
200.849874,1466
200.849874,1466
200.849891,1466
200.849907,54
200.851766,1466
200.851766,1466
200.851767,1466
200.851768,1466
200.851768,1466
200.851768,1466
200.851769,1466
200.851769,1466
200.851769,1466
200.851769,1466
200.85177,1466
200.85177,1466
200.851771,1466
200.851771,1466
200.851771,1466
200.851772,1466
200.851772,1466
200.851772,1466
200.851772,1466
200.851773,1466
200.851773,1466
200.851774,1466
200.851774,1466
200.851775,1466
200.851775,1466
200.851775,1466
200.851775,1466
200.851776,1466
200.851776,1466
200.851777,1466
200.851777,1466
200.851777,1466
200.851849,54
200.851928,1466
200.851928,1466
200.851929,1466
200.851929,1466
200.851929,1466
200.851929,1466
200.85193,1466
200.85193,1466
200.851931,1466
200.851931,1466
200.851932,1466
200.851932,1466
200.851932,1466
200.851933,1466
200.851933,1466
200.851933,1466
200.85196,54
200.853972,1466
200.853973,1466
200.853974,1466
200.853974,1466
200.853974,1466
200.853975,1466
200.853975,1466
200.853976,1466
200.853976,1466
200.853976,1466
200.853977,1466
200.853977,1466
200.853977,1466
200.853978,1466
200.853978,1466
200.853978,1466
200.853979,1466
200.853979,1466
200.853979,1466
200.85398,1466
200.85398,1466
200.853981,1466
200.853981,1466
200.853981,1466
200.853982,1466
200.853982,1466
200.853982,1466
200.853982,1466
200.853983,1466
200.853984,1466
200.853984,1466
200.853984,1466
200.854072,54
200.854147,1466
200.854147,1466
200.854148,1466
200.854149,1466
200.854149,1466
200.854149,1466
200.854149,1466
200.85415,1466
200.85415,1466
200.85415,1466
200.854151,1466
200.854151,1466
200.854152,1466
200.854152,1466
200.854152,1466
200.854153,1466
200.854184,54
200.856223,1466
200.856223,1466
200.856224,1466
200.856224,1466
200.856225,1466
200.856225,1466
200.856226,1466
200.856226,1466
200.856227,1466
200.856227,1466
200.856227,1466
200.856228,1466
200.856228,1466
200.856228,1466
200.856229,1466
200.856229,1466
200.856229,1466
200.85623,1466
200.85623,1466
200.856231,1466
200.856231,1466
200.856231,1466
200.856232,1466
200.856232,1466
200.856232,1466
200.856233,1466
200.856233,1466
200.856234,1466
200.856234,1466
200.856234,1466
200.856235,1466
200.856235,1466
200.85632,54
200.85643,1466
200.856431,1466
200.856431,1466
200.856431,1466
200.856432,1466
200.856432,1466
200.856433,1466
200.856433,1466
200.856434,1466
200.856434,1466
200.856434,1466
200.856435,1466
200.856436,1466
200.856436,1466
200.856436,1466
200.856437,1466
200.856501,54
200.856984,1466
200.856985,1466
200.856986,1466
200.856987,1466
200.856988,1466
200.857017,54
200.858217,1466
200.858218,1466
200.858219,1466
200.85822,1466
200.85822,1466
200.85822,1466
200.858221,1466
200.858221,1466
200.858221,1466
200.858222,1466
200.858222,1466
200.858223,1466
200.858223,1466
200.858223,1466
200.858224,1466
200.858224,1466
200.858225,1466
200.858225,1466
200.858225,1466
200.858225,1466
200.858226,1466
200.858226,1466
200.858227,1466
200.858228,1466
200.858228,1466
200.858228,1466
200.858228,1466
200.858229,1466
200.858229,1466
200.858229,1466
200.85823,1466
200.85823,1466
200.858339,54
200.858462,1466
200.858462,1466
200.858463,1466
200.858463,1466
200.858463,1466
200.858464,1466
200.858464,1466
200.858464,1466
200.858465,1466
200.858465,1466
200.858465,1466
200.858502,54
200.860488,1466
200.860489,1466
200.86049,1466
200.86049,1466
200.860491,1466
200.860491,1466
200.860492,1466
200.860492,1466
200.860492,1466
200.860492,1466
200.860493,1466
200.860493,1466
200.860493,1466
200.860494,1466
200.860494,1466
200.860495,1466
200.860495,1466
200.860495,1466
200.860496,1466
200.860496,1466
200.860496,1466
200.860496,1466
200.860497,1466
200.860497,1466
200.860498,1466
200.860498,1466
200.860498,1466
200.860499,1466
200.860499,1466
200.860499,1466
200.8605,1466
200.8605,1466
200.860575,54
200.860653,1466
200.860654,1466
200.860654,1466
200.860655,1466
200.860655,1466
200.860655,1466
200.860656,1466
200.860656,1466
200.860657,1466
200.860657,1466
200.860657,1466
200.860658,1466
200.860658,1466
200.860658,1466
200.860659,1466
200.860659,1466
200.860688,54
200.862559,1466
200.86256,1466
200.862561,1466
200.862563,1466
200.862564,1466
200.862565,1466
200.862566,1466
200.862567,1466
200.862568,1466
200.862569,1466
200.86257,1466
200.862571,1466
200.862572,1466
200.862573,1466
200.862573,1466
200.862574,1466
200.862575,1466
200.862576,1466
200.862577,1466
200.862578,1466
200.862579,1466
200.86258,1466
200.86258,1466
200.862581,1466
200.862581,1466
200.862581,1466
200.862582,1466
200.862582,1466
200.862583,1466
200.862583,1466
200.862583,1466
200.862583,1466
200.862638,54
200.862734,1466
200.862734,1466
200.862735,1466
200.862735,1466
200.862736,1466
200.862736,1466
200.862737,1466
200.862737,1466
200.862737,1466
200.862737,1466
200.862738,1466
200.862738,1466
200.862738,1466
200.862739,1466
200.862739,1466
200.86274,1466
200.862768,54
200.864574,1466
200.864574,1466
200.864575,1466
200.864576,1466
200.864576,1466
200.864577,1466
200.864577,1466
200.864577,1466
200.864577,1466
200.864578,1466
200.864578,1466
200.864578,1466
200.864578,1466
200.864579,1466
200.86458,1466
200.86458,1466
200.86458,1466
200.864581,1466
200.864581,1466
200.864581,1466
200.864581,1466
200.864582,1466
200.864582,1466
200.864583,1466
200.864583,1466
200.864583,1466
200.864583,1466
200.864584,1466
200.864584,1466
200.864584,1466
200.864585,1466
200.864585,1466
200.864659,54
200.86476,1466
200.86476,1466
200.864761,1466
200.864761,1466
200.864762,1466
200.864762,1466
200.864763,1466
200.864763,1466
200.864763,1466
200.864764,1466
200.864764,1466
200.864765,1466
200.864765,1466
200.864765,1466
200.864766,1466
200.864766,1466
200.864809,54
200.866737,1466
200.866737,1466
200.866738,1466
200.866738,1466
200.866739,1466
200.866739,1466
200.866739,1466
200.86674,1466
200.86674,1466
200.86674,1466
200.866741,1466
200.866741,1466
200.866742,1466
200.866742,1466
200.866743,1466
200.866743,1466
200.866743,1466
200.866743,1466
200.866744,1466
200.866744,1466
200.866745,1466
200.866745,1466
200.866745,1466
200.866746,1466
200.866746,1466
200.866746,1466
200.866747,1466
200.866747,1466
200.866747,1466
200.866748,1466
200.866748,1466
200.866748,1466
200.866825,54
200.866896,1466
200.866897,1466
200.866897,1466
200.866898,1466
200.866898,1466
200.866898,1466
200.866899,1466
200.866899,1466
200.866899,1466
200.8669,1466
200.8669,1466
200.866901,1466
200.866901,1466
200.866901,1466
200.866901,1466
200.866902,1466
200.866929,54
200.868664,1466
200.868665,1466
200.868666,1466
200.868666,1466
200.868666,1466
200.868667,1466
200.868667,1466
200.868668,1466
200.868668,1466
200.868668,1466
200.868669,1466
200.868669,1466
200.86867,1466
200.86867,1466
200.868671,1466
200.868671,1466
200.868699,1466
200.868699,1466
200.868699,1466
200.8687,1466
200.8687,1466
200.868701,1466
200.868701,1466
200.868702,1466
200.868702,1466
200.868702,1466
200.868703,210
200.868703,1466
200.868703,1466
200.868704,1466
200.868704,1466
200.868704,1466
200.86881,54
200.86889,1466
200.86889,1466
200.86889,1466
200.868891,1466
200.868891,1466
200.868892,1466
200.868892,1466
200.868892,1466
200.868893,1466
200.868893,1466
200.868893,1466
200.868894,1466
200.868894,1466
200.868895,1466
200.868895,1466
200.868896,1466
200.868928,54
200.869494,105
200.870691,1466
200.870691,1466
200.870692,1466
200.870692,1466
200.870693,1466
200.870693,1466
200.870693,1466
200.870694,1466
200.870694,1466
200.870694,1466
200.870695,1466
200.870695,1466
200.870695,1466
200.870696,1466
200.870696,1466
200.870696,1466
200.870697,1466
200.870697,1466
200.870698,1466
200.870698,1466
200.870698,1466
200.870699,1466
200.870699,1466
200.870699,1466
200.870699,1466
200.8707,1466
200.8707,1466
200.870701,1466
200.870701,1466
200.870701,1466
200.870702,1466
200.870702,1466
200.870754,54
200.870844,1466
200.870845,1466
200.870845,1466
200.870846,1466
200.870846,1466
200.870846,1466
200.870847,1466
200.870847,1466
200.870847,1466
200.870847,1466
200.870848,1466
200.870848,1466
200.870849,1466
200.870849,1466
200.870849,1466
200.87085,1466
200.870877,54
200.872894,1466
200.872895,1466
200.872896,1466
200.872897,1466
200.872898,1466
200.872898,1466
200.872899,1466
200.872899,1466
200.8729,1466
